"model","manufacturer","resolution_x","resolution_y","pixel_size_um","sensor_format","color_mode","shutter_type","max_fps","interface","bandwidth_mbps","bit_depth","dynamic_range_db","lens_mount"
"ME2L-204-76U3M-F02","Daheng Imaging","1920","1080","2.9","1/2.8""","Mono","Rolling","76","USB3","380","10","40.67","C"
"ME2L-204-76U3C-F02","Daheng Imaging","1920","1080","2.9","1/2.8""","Color","Rolling","76","USB3","380","10","40.9","C"
"ME2L-505-36U3C","Daheng Imaging","2592","1944","2.0","1/2.8""","Color","Rolling","36.9","USB3","380","10","39.29","C"
"ME2L-505-36U3M","Daheng Imaging","2592","1944","2.0","1/2.8""","Mono","Rolling","36.9","USB3","380","10","39.43","C"
"ME2L-830-22U3C","Daheng Imaging","3840","2160","2.0","1/1.8""","Color","Rolling","22.1","USB3","380","10","39.41","C"
"ME2L-830-22U3M","Daheng Imaging","3840","2160","2.0","1/1.8""","Mono","Rolling","22.1","USB3","380","10","39.36","C"
"ME2L-042-121U3M-L","Daheng Imaging","720","540","6.9","1/2.9""","Mono","Global","121.8","USB3","380","10","43.57","C"
"ME2L-042-121U3C-L","Daheng Imaging","720","540","6.9","1/2.9""","Color","Global","121.8","USB3","380","10","43.55","C"
"ME2L-161-61U3C-L","Daheng Imaging","1440","1080","3.45","1/2.9""","Color","Global","61.2","USB3","380","10","40.23","C"
"ME2L-161-61U3M-L","Daheng Imaging","1440","1080","3.45","1/2.9""","Mono","Global","61.2","USB3","380","10","40.6","C"
"ME2L-203-76U3C-L","Daheng Imaging","1920","1080","2.9","1/2.8""","Color","Rolling","76","USB3","380","10","41.53","C"
"ME2L-203-76U3M-L","Daheng Imaging","1920","1080","2.9","1/2.8""","Mono","Rolling","76","USB3","380","10","41.26","C"
"ME2L-204-76U3M-L-F02","Daheng Imaging","1920","1080","2.9","1/2.8""","Mono","Rolling","76","USB3","380","","40.67","C"
"ME2L-204-76U3C-L-F02","Daheng Imaging","1920","1080","2.9","1/2.8""","Color","Rolling","76","USB3","380","","40.9","C"
"ME2L-505-36U3C-L","Daheng Imaging","2592","1944","2.0","1/2.8""","Color","Rolling","36.9","USB3","380","10","39.29","C"
"ME2L-505-36U3M-L","Daheng Imaging","2592","1944","2.0","1/2.8""","Mono","Rolling","36.9","USB3","380","10","39.43","C"
"ME2L-830-22U3C-L","Daheng Imaging","3840","2160","2.0","1/1.8""","Color","Rolling","22.1","USB3","380","10","39.41","C"
"ME2L-830-22U3M-L","Daheng Imaging","3840","2160","2.0","1/1.8""","Mono","Rolling","22.1","USB3","380","10","39.36","C"
"MARS-2440-35GTM-NF-V","Daheng Imaging","5328","4608","2.74","1.2""","Mono","Global","35","10GigE","1000","12","40.24","C"
"MARS-6100-18GTM-TF","Daheng Imaging","9568","6380","3.76","2.7""","Mono","Rolling","17.9","10GigE","1000","16","46.86","M58"
"MARS-15100-6GTC-TF","Daheng Imaging","14192","10640","3.76","4.2""","Color","Rolling","6.1","10GigE","1000","16","46.424","M72"
"MARS-15100-6GTM-TF","Daheng Imaging","14192","10640","3.76","4.2""","Mono","Rolling","6.1","10GigE","1000","16","46.106","M72"
"MARS-170-662GTC","Daheng Imaging","1600","1104","9.0","1.1""","Color","Global","657","10GigE","1000","12","50","C"
"MARS-170-662GTM","Daheng Imaging","1600","1104","9.0","1.1""","Mono","Global","657","10GigE","1000","12","51","C"
"MARS-280-409GTC","Daheng Imaging","1936","1464","4.5","2/3""","Color","Global","409","10GigE","1000","12","45","C"
"MARS-280-409GTM","Daheng Imaging","1936","1464","4.5","2/3""","Mono","Global","409","10GigE","1000","12","45","C"
"MARS-561-207GTC","Daheng Imaging","2592","2160","2.5","1/2""","Color","Global","207.77","10GigE","1000","10","36.77","C"
"MARS-561-207GTM","Daheng Imaging","2592","2160","2.5","1/2""","Mono","Global","207.77","10GigE","1000","10","36.77","C"
"MARS-561-207GTC-NF","Daheng Imaging","2592","2160","2.5","1/2""","Color","Global","207.77","10GigE","1000","10","36.77","C"
"MARS-561-207GTM-NF","Daheng Imaging","2592","2160","2.5","1/2""","Mono","Global","207.77","10GigE","1000","10","36.77","C"
"MARS-900-120GTC","Daheng Imaging","4192","2160","2.5","2/3""","Color","Global","120.36","10GigE","1000","12","36.46","C"
"MARS-900-120GTM","Daheng Imaging","4192","2160","2.5","2/3""","Mono","Global","120.36","10GigE","1000","12","36.44","C"
"MARS-900-120GTC-NF","Daheng Imaging","4192","2160","2.5","2/3""","Color","Global","120.36","10GigE","1000","12","36.46","C"
"MARS-900-120GTM-NF","Daheng Imaging","4192","2160","2.5","2/3""","Mono","Global","120.36","10GigE","1000","12","36.44","C"
"MARS-1261-90GTC","Daheng Imaging","4096","3072","3.2","1""","Color","Global","89.9","10GigE","1000","12","39.95","C"
"MARS-1261-90GTM","Daheng Imaging","4096","3072","3.2","1""","Mono","Global","89.9","10GigE","1000","12","39.93","C"
"MARS-1261-90GTC-NF","Daheng Imaging","4096","3072","3.2","1""","Color","Global","89.9","10GigE","1000","12","39.95","C"
"MARS-1261-90GTM-NF","Daheng Imaging","4096","3072","3.2","1""","Mono","Global","89.9","10GigE","1000","12","39.93","C"
"MARS-1610-52GTC","Daheng Imaging","5328","3040","2.74","1.1""","Color","Global","52","10GigE","1000","12","40.45","C"
"MARS-1610-52GTM","Daheng Imaging","5328","3040","2.74","1.1""","Mono","Global","52","10GigE","1000","12","40.08","C"
"MARS-1610-52GTC-NF","Daheng Imaging","5328","3040","2.74","1.1""","Color","Global","52","10GigE","1000","12","40.45","C"
"MARS-1610-52GTM-NF","Daheng Imaging","5328","3040","2.74","1.1""","Mono","Global","52","10GigE","1000","12","40.08","C"
"MARS-1840-63GTC","Daheng Imaging","4496","4096","2.5","1""","Color","Global","63.78","10GigE","1000","12","37.59","C"
"MARS-1840-63GTM","Daheng Imaging","4496","4096","2.5","1""","Mono","Global","63.78","10GigE","1000","12","37.2","C"
"MARS-1840-63GTC-NF","Daheng Imaging","4496","4096","2.5","1""","Color","Global","63.78","10GigE","1000","12","37.59","C"
"MARS-1840-63GTM-NF","Daheng Imaging","4496","4096","2.5","1""","Mono","Global","63.78","10GigE","1000","12","37.2","C"
"MARS-2020-42GTC","Daheng Imaging","4512","4512","2.74","1.1""","Color","Global","38.3","10GigE","1000","12","40.38","C"
"MARS-2020-42GTM","Daheng Imaging","4512","4512","2.74","1.1""","Mono","Global","38.3","10GigE","1000","12","40.11","C"
"MARS-1231-46G5C-P","Daheng Imaging","4096","3000","3.45","1.1""","Color","Global","47","5GigE","500","10","40.79","C"
"MARS-1231-46G5M-P","Daheng Imaging","4096","3000","3.45","1.1""","Mono","Global","47","5GigE","500","10","40.68","C"
"MARS-801-190X2C","Daheng Imaging","2848","2848","2.74","2/3""","Color","Global","190","CoaXPress","1200","12","39.92","C"
"MARS-1222-178X2C","Daheng Imaging","4128","3008","2.74","1/1.1""","Color","Global","178","CoaXPress","1200","12","39.69","C"
"MARS-251-1938X2C-NF","Daheng Imaging","2048","1216","4.5","","Color","Global","1937.98","CoaXPress","1200","12","45.331","C"
"MARS-251-1938X2M-NF","Daheng Imaging","2048","1216","4.5","","Mono","Global","1937.98","CoaXPress","1200","12","44.865","C"
"MARS-513-940X2C-NF","Daheng Imaging","2560","2016","9","","Color","Global","940","CoaXPress","1200","12","51.51","M58"
"MARS-513-940X2M-NF","Daheng Imaging","2560","2016","9","","Mono","Global","940","CoaXPress","1200","12","51.5","M58"
"MARS-801-190X2M","Daheng Imaging","2848","2848","2.74","2/3""","Mono","Global","190","CoaXPress","1200","12","39.86","C"
"MARS-1222-178X2M","Daheng Imaging","4128","3008","2.74","1/1.1""","Mono","Global","178","CoaXPress","1200","12","39.38","C"
"MARS-1410-342X2C-NF","Daheng Imaging","4608","3072","5.5","","Color","Global","342.5","CoaXPress","1200","12","41.6","M58"
"MARS-1410-342X2M-NF","Daheng Imaging","4608","3072","5.5","","Mono","Global","342.5","CoaXPress","1200","12","41.7","M58"
"MARS-1411-342X2C-NF","Daheng Imaging","4608","3072","5.5","","Color","Global","342.5","CoaXPress","1200","12","41.6","M58"
"MARS-1411-342X2M-NF","Daheng Imaging","4608","3072","5.5","","Mono","Global","342.5","CoaXPress","1200","12","41.7","M58"
"MARS-2100-230X2C-NF","Daheng Imaging","5120","4096","4.5","","Color","Global","227.7","CoaXPress","1200","12","44.9","M58"
"MARS-2100-230X2M-NF","Daheng Imaging","5120","4096","4.5","","Mono","Global","227.7","CoaXPress","1200","12","45","M58"
"MARS-2101-230X2C-NF","Daheng Imaging","5120","4096","4.5","","Color","Global","227.7","CoaXPress","1200","12","44.9","M58"
"MARS-2101-230X2M-NF","Daheng Imaging","5120","4096","4.5","","Mono","Global","227.7","CoaXPress","1200","12","45","M58"
"MARS-2625-150X2C","Daheng Imaging","5120","5120","2.5","","Color","Global","150.1","CoaXPress","1200","10","37","M58"
"MARS-2625-150X2M","Daheng Imaging","5120","5120","2.5","","Mono","Global","150.1","CoaXPress","1200","10","37.7","M58"
"MARS-2625-150X2C-NF","Daheng Imaging","5120","5120","2.5","","Color","Global","150.1","CoaXPress","1200","10","37","M58"
"MARS-2625-150X2M-NF","Daheng Imaging","5120","5120","2.5","","Mono","Global","150.1","CoaXPress","1200","10","37.7","M58"
"MARS-2626-150X2C","Daheng Imaging","5120","5120","2.5","","Color","Global","150.1","CoaXPress","1200","10","37","M58"
"MARS-2626-150X2M","Daheng Imaging","5120","5120","2.5","","Mono","Global","150.1","CoaXPress","1200","10","37.7","M58"
"MARS-2626-150X2C-NF","Daheng Imaging","5120","5120","2.5","","Color","Global","150.1","CoaXPress","1200","10","37","M58"
"MARS-2626-150X2M-NF","Daheng Imaging","5120","5120","2.5","","Mono","Global","150.1","CoaXPress","1200","10","37.7","M58"
"MARS-6500-31X2C-NF","Daheng Imaging","9344","7000","3.2","","Color","Global","31.6","CoaXPress","1200","12","40.3","M58"
"MARS-6500-31X2M-NF","Daheng Imaging","9344","7000","3.2","","Mono","Global","31.6","CoaXPress","1200","12","40.1","M58"
"MARS-6500-31X2C-TF","Daheng Imaging","9344","7000","3.2","","Color","Global","31.6","CoaXPress","1200","12","40.3","M58"
"MARS-6500-31X2M-TF","Daheng Imaging","9344","7000","3.2","","Mono","Global","31.6","CoaXPress","1200","12","40.1","M58"
"MARS-6501-31X2C-NF","Daheng Imaging","9344","7000","3.2","","Color","Global","31.6","CoaXPress","1200","12","40.3","M58"
"MARS-6501-31X2M-NF","Daheng Imaging","9344","7000","3.2","","Mono","Global","31.6","CoaXPress","1200","12","40.1","M58"
"MARS-3140-3GC-P","Daheng Imaging","6464","4852","3.45","1.8""","Color","Global","3.4","GigE","120","12","39.83","M42"
"MARS-3140-3GM-P","Daheng Imaging","6464","4852","3.45","1.8""","Mono","Global","3.4","GigE","120","12","39.77","M42"
"MARS-4470-8U3M","Daheng Imaging","8192","5460","3.2","","Mono","Global","8.8","USB3","380","12","39.57","M42"
"MARS-4470-8U3C","Daheng Imaging","8192","5460","3.2","","Color","Global","8.8","USB3","380","12","39.69","M42"
"MARS-3250-12U3C","Daheng Imaging","6576","4940","3.2","APS-C","Color","Global","12.1","USB3","380","12","39.56","M42"
"MARS-3250-12U3M","Daheng Imaging","6576","4940","3.2","APS-C","Mono","Global","12.1","USB3","380","12","39.61","M42"
"VE2S-230-168U3C-S","Daheng Imaging","1920","1200","5.86","1/1.2""","Color","Global","168","USB3","380","12","45.3","C"
"VE2S-230-168U3M-S","Daheng Imaging","1920","1200","5.86","1/1.2""","Mono","Global","168","USB3","380","12","45.2","C"
"VE2S-240-159U3C-S","Daheng Imaging","2048","1200","4","1/1.7""","Color","Global","159.4","USB3","380","12","39.89","C"
"VE2S-240-159U3M-S","Daheng Imaging","2048","1200","4","1/1.7""","Mono","Global","159.4","USB3","380","12","39.98","C"
"VE2S-301-125U3C-S","Daheng Imaging","2048","1536","3.45","1/1.8""","Color","Global","125","USB3","380","12","41","C"
"VE2S-301-125U3M-S","Daheng Imaging","2048","1536","3.45","1/1.8""","Mono","Global","125","USB3","380","12","40.8","C"
"VE2S-501-79U3M-S","Daheng Imaging","2448","2048","3.45","2/3""","Mono","Global","78.9","USB3","380","12","40.62","C"
"VE2S-501-79U3C-S","Daheng Imaging","2448","2048","3.45","2/3""","Color","Global","78.9","USB3","380","12","40.56","C"
"VE2S-042-121GM-P","Daheng Imaging","720","540","6.9","1/2.9""","Mono","Global","121.8","GigE","120","10","43.18","C"
"VE2S-042-121GC-P","Daheng Imaging","720","540","6.9","1/2.9""","Color","Global","121.8","GigE","120","10","43.13","C"
"VE2S-161-75GM-P","Daheng Imaging","1440","1080","3.45","1/2.9""","Mono","Global","75.6","GigE","120","10","40.48","C"
"VE2S-161-75GC-P","Daheng Imaging","1440","1080","3.45","1/2.9""","Color","Global","75.6","GigE","120","10","40.5","C"
"VE2S-303-37GM-P","Daheng Imaging","2048","1536","3.45","1/1.8""","Mono","Global","37.4","GigE","120","12","40.86","C"
"VE2S-303-37GC-P","Daheng Imaging","2048","1536","3.45","1/1.8""","Color","Global","37.4","GigE","120","12","40.84","C"
"VE2S-501-23GM-P","Daheng Imaging","2448","2048","3.45","2/3""","Mono","Global","22.23","GigE","120","12","40.32","C"
"VE2S-501-23GC-P","Daheng Imaging","2448","2048","3.45","2/3""","Color","Global","22.23","GigE","120","12","40.55","C"
"VE2S-630-18GM-P","Daheng Imaging","3088","2064","2.4","1/1.8""","Mono","Rolling","18.45","GigE","120","12","40.14","C"
"VE2S-630-18GC-P","Daheng Imaging","3088","2064","2.4","1/1.8""","Color","Rolling","18.45","GigE","120","12","39.67","C"
"MER-031-300GM","Daheng Imaging","640","480","4.8","1/4""","Mono","Global","300","GigE","120","10","38.33","C"
"MER-133-54GM","Daheng Imaging","1280","960","3.75","1/3""","Mono","Global","54","GigE","120","10","40","C"
"MER-201-25GC","Daheng Imaging","1628","1236","4.4","1/1.8""","Color","Global","25.08","GigE","120","12","","C"
"MER-504-10GM-P","Daheng Imaging","2448","2048","3.45","2/3""","Mono","Global","10","GigE","120","12","38.65","C"
"MER-531-20GC-P","Daheng Imaging","2592","2048","4.8","1""","Color","Global","20","GigE","120","10","38.63","C"
"MER-031-860U3C","Daheng Imaging","640","480","4.8","1/4""","Color","Global","860","USB3","380","10","37.84","C"
"MER-031-860U3M","Daheng Imaging","640","480","4.8","1/4""","Mono","Global","860","USB3","380","10","38","C"
"MER-041-436U3C","Daheng Imaging","720","540","6.9","1/2.9""","Color","Global","438","USB3","380","10","44","C"
"MER-041-436U3M","Daheng Imaging","720","540","6.9","1/2.9""","Mono","Global","438","USB3","380","10","43.46","C"
"MER-051-120U3C","Daheng Imaging","808","608","4.8","1/3.6""","Color","Global","120","USB3","380","10","40","C"
"MER-051-120U3M","Daheng Imaging","808","608","4.8","1/3.6""","Mono","Global","120","USB3","380","10","38.01","C"
"MER-131-210U3C","Daheng Imaging","1280","1024","4.8","1/2""","Color","Global","210","USB3","380","10","37.45","C"
"MER-131-210U3M","Daheng Imaging","1280","1024","4.8","1/2""","Mono","Global","210","USB3","380","10","37.3","C"
"MER-132-43U3M","Daheng Imaging","1292","964","3.75","1/3""","Mono","Global","43","USB3","380","12","39.63","C"
"MER-134-93U3M","Daheng Imaging","1280","1024","4.8","1/2""","Mono","Global","93","USB3","380","10","38.12","C"
"MER-134-93U3C","Daheng Imaging","1280","1024","4.8","1/2""","Color","Global","93","USB3","380","10","38.69","C"
"MER-160-227U3M","Daheng Imaging","1440","1080","3.45","1/2.9""","Mono","Global","227","USB3","380","10","41","C"
"MER-230-168U3C","Daheng Imaging","1920","1200","5.86","1/1.2""","Color","Global","168","USB3","380","10","45.32","C"
"MER-230-168U3M","Daheng Imaging","1920","1200","5.86","1/1.2""","Mono","Global","168","USB3","380","10","45.32","C"
"MER-231-41U3C","Daheng Imaging","1920","1200","5.86","1/1.2""","Color","Global","41","USB3","380","10","45.33","C"
"MER-231-41U3M","Daheng Imaging","1920","1200","5.86","1/1.2""","Mono","Global","41","USB3","380","10","45.33","C"
"MER-301-125U3M","Daheng Imaging","2048","1536","3.45","1/1.8""","Mono","Global","125","USB3","380","10","35","C"
"MER-302-56U3C","Daheng Imaging","2048","1536","3.45","1/1.8""","Color","Global","56","USB3","380","10","40.09","C"
"MER-302-56U3M","Daheng Imaging","2048","1536","3.45","1/1.8""","Mono","Global","56","USB3","380","10","40.76","C"
"MER-502-79U3C","Daheng Imaging","2448","2048","3.45","2/3""","Color","Global","79","USB3","380","10","40.58","C"
"MER-503-36U3C","Daheng Imaging","2448","2048","3.45","2/3""","Color","Global","36","USB3","380","10","40.58","C"
"MER-503-36U3M","Daheng Imaging","2448","2048","3.45","2/3""","Mono","Global","36","USB3","380","10","39","C"
"MER-630-60U3C","Daheng Imaging","3088","2064","2.4","1/1.8""","Color","Rolling","60","USB3","380","10","40.19","C"
"MER-630-60U3M","Daheng Imaging","3088","2064","2.4","1/1.8""","Mono","Rolling","60","USB3","380","10","40.18","C"
"MER-1070-14U3C","Daheng Imaging","3840","2748","1.67","1/2.3""","Color","Rolling","14","USB3","380","12","36.16","C"
"MER-1220-32U3C","Daheng Imaging","4024","3036","1.85","1/1.7""","Color","Rolling","32.3","USB3","380","12","41","C"
"MER-1220-32U3M","Daheng Imaging","4024","3036","1.85","1/1.7""","Mono","Rolling","32.3","USB3","380","12","41","C"
"MER-2000-19U3C","Daheng Imaging","5496","3672","2.4","1""","Color","Rolling","19.6","USB3","380","12","42","C"
"MER-031-860U3C-L","Daheng Imaging","640","480","4.8","1/4""","Color","Global","860","USB3","380","10","37.84","C"
"MER-031-860U3M-L","Daheng Imaging","640","480","4.8","1/4""","Mono","Global","860","USB3","380","10","38","C"
"MER-041-436U3C-L","Daheng Imaging","720","540","6.9","1/2.9""","Color","Global","438","USB3","380","10","44","C"
"MER-041-436U3M-L","Daheng Imaging","720","540","6.9","1/2.9""","Mono","Global","438","USB3","380","10","43.46","C"
"MER-051-120U3C-L","Daheng Imaging","808","608","4.8","1/3.6""","Color","Global","120","USB3","380","10","40","C"
"MER-051-120U3M-L","Daheng Imaging","808","608","4.8","1/3.6""","Mono","Global","120","USB3","380","10","38.01","C"
"MER-131-210U3C-L","Daheng Imaging","1280","1024","4.8","1/2""","Color","Global","210","USB3","380","10","37.45","C"
"MER-131-210U3M-L","Daheng Imaging","1280","1024","4.8","1/2""","Mono","Global","210","USB3","380","10","37.3","C"
"MER-132-43U3M-L","Daheng Imaging","1292","964","3.75","1/3""","Mono","Global","43","USB3","380","12","39.63","C"
"MER-134-93U3C-L","Daheng Imaging","1280","1024","4.8","1/2""","Color","Global","93","USB3","380","10","38.69","C"
"MER-134-93U3M-L","Daheng Imaging","1280","1024","4.8","1/2""","Mono","Global","93","USB3","380","10","38.12","C"
"MER-160-227U3M-L","Daheng Imaging","1440","1080","3.45","1/2.9""","Mono","Global","227","USB3","380","10","41","C"
"MER-230-168U3C-L","Daheng Imaging","1920","1200","5.86","1/1.2""","Color","Global","168","USB3","380","10","45.32","C"
"MER-230-168U3M-L","Daheng Imaging","1920","1200","5.86","1/1.2""","Mono","Global","168","USB3","380","10","45.32","C"
"MER-231-41U3C-L","Daheng Imaging","1920","1200","5.86","1/1.2""","Color","Global","41","USB3","380","10","45.33","C"
"MER-231-41U3M-L","Daheng Imaging","1920","1200","5.86","1/1.2""","Mono","Global","41","USB3","380","10","45.33","C"
"MER-301-125U3M-L","Daheng Imaging","2048","1536","3.45","1/1.8""","Mono","Global","125","USB3","380","10","35","C"
"MER-302-56U3C-L","Daheng Imaging","2048","1536","3.45","1/1.8""","Color","Global","56","USB3","380","10","40.09","C"
"MER-302-56U3M-L","Daheng Imaging","2048","1536","3.45","1/1.8""","Mono","Global","56","USB3","380","10","40.76","C"
"MER-502-79U3C-L","Daheng Imaging","2448","2048","3.45","2/3""","Color","Global","79","USB3","380","10","40.58","C"
"MER-503-36U3C-L","Daheng Imaging","2448","2048","3.45","2/3""","Color","Global","36","USB3","380","10","40.58","C"
"MER-503-36U3M-L","Daheng Imaging","2448","2048","3.45","2/3""","Mono","Global","36","USB3","380","10","39","C"
"MER-630-60U3C-L","Daheng Imaging","3088","2064","2.4","1/1.8""","Color","Rolling","60","USB3","380","10","40.19","C"
"MER-630-60U3M-L","Daheng Imaging","3088","2064","2.4","1/1.8""","Mono","Rolling","60","USB3","380","10","40.18","C"
"MER-1220-32U3C-L","Daheng Imaging","4024","3036","1.85","1/1.7""","Color","Rolling","32.3","USB3","380","12","41","C"
"MER-1220-32U3M-L","Daheng Imaging","4024","3036","1.85","1/1.7""","Mono","Rolling","32.3","USB3","380","12","41","C"
"MER-1070-14U3C-L","Daheng Imaging","3840","2748","1.67","1/2.3""","Color","Rolling","14","USB3","380","12","36.16","C"
"MER-2000-19U3C-L","Daheng Imaging","5496","3672","2.4","1""","Color","Rolling","19.6","USB3","380","12","42","C"
