"model","manufacturer","lens_type","lens_mount","focal_length_mm","min_wd_mm","distortion_percent","image_circle_mm","megapixel_rating","recommended_min_pixel_um","pmag","nominal_wd_mm","wd_tolerance_mm","max_sensor_diagonal_mm","telecentricity_deg","dof_mm","numerical_aperture","f_number","coaxial_illumination","notes"
"DTCM16K-90-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.656","208","3","59","0.1","1.3","0","15.4","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-100H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.29","238","4","29","0.1","7.6","0","6.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-110-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.264","263","4","29","0.1","9.2","0","6.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-120H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.242","273","5","29","0.1","11","0","6.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-136-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.213","288","5","29","0.1","14.1","0","6.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-150-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.193","300","5","29","0.1","21.5","0","9.7","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-170-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.171","318","5","29","0.1","21.9","0","6.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-190H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.153","330","5","29","0.1","27.3","0","6.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-216-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.134","372","5","29","0.1","35.6","0","6.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-240H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.121","410","6","29","0.1","43.7","0","6.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-258-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.112","338","5","29","0.1","51","0","6.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-26-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","1.115","73","1","29","0.1","0.6","0","15","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-300S-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.097","465","6","29","0.1","68","0","8.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-36-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.806","110","2","29","0.1","1.2","0","13.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-42-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.69","118","3","29","0.1","1.6","0","11.4","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-48-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.604","128","3","29","0.1","2.2","0","11.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-56-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.518","138","3","29","0.1","3","0","9.7","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-64H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.453","158","3","29","0.1","3.1","0","8.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-72-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.403","178","3","29","0.1","3.9","0","8.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-80H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.363","228","4","29","0.1","4.9","0","6.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM175-90-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","29","0","0","0.322","208","3","29","0.1","6.1","0","8.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-100H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.33","238","4","33","0.1","5.9","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-110-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.3","263","4","33","0.1","7.1","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-120H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.275","273","5","33","0.1","8.5","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-136-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.243","288","5","33","0.1","10.8","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-150-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.22","300","5","33","0.1","16.5","0","11.1","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-170-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.194","318","5","33","0.1","17","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-190H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.174","330","5","33","0.1","21.1","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-216-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.153","372","5","33","0.1","27.3","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-240H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.138","410","6","33","0.1","33.9","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-258-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.128","338","5","33","0.1","39.1","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-300S-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.11","465","6","33","0.1","52.8","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-36-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.917","110","2","33","0.1","0.9","0","15.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-42-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.786","118","3","33","0.1","1.2","0","12.9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-48-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.688","128","3","33","0.1","1.7","0","12.9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-56-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.589","138","3","33","0.1","2.3","0","11.1","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-64H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.516","158","3","33","0.1","3.3","0","9.7","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-72-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.458","178","3","33","0.1","3.8","0","9.7","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-80H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.413","228","4","33","0.1","3.8","0","7.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM210-90-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","33","0","0","0.367","208","3","33","0.1","4.7","0","8.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM230-100H-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.114","238","4","11.4","0.1","33.8","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-110-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.104","263","4","11.4","0.1","40.7","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-120H-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.095","273","5","11.4","0.1","48.7","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-136-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.084","288","5","11.4","0.1","62.4","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-150-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.076","300","5","11.4","0.1","76.1","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-170-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.067","318","5","11.4","0.1","98","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-190H-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.06","330","5","11.4","0.1","122","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-216-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.053","372","5","11.4","0.1","157","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-240H-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.048","410","6","11.4","0.1","195","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-258-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.044","338","5","11.4","0.1","225","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-26","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.438","73","1","11.4","0.1","2.3","0","6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-300S-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.038","465","6","11.4","0.1","304","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-36","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.317","110","2","11.4","0.1","4.3","0","5.4","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-42","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.271","118","3","11.4","0.1","6","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-48","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.238","128","3","11.4","0.1","7.7","0","5.4","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-56-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.204","138","3","11.4","0.1","10.5","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-64H-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.178","158","3","11.4","0.1","13.9","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-72-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.158","178","3","11.4","0.1","17.6","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-80H-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.142","228","4","11.4","0.1","21.7","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM230-90-AL","COOLENS","BiTelecentric","C","0","0","0.1","11.4","0","0","0.127","208","3","11.4","0.1","27.2","0","4.9","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM35FH-100H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.436","238","4","43.6","0.1","4.2","0","10.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-110-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.396","263","4","43.6","0.1","4.1","0","9.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-120H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.363","273","5","43.6","0.1","4.9","0","8.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-136-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.321","288","5","43.6","0.1","6.2","0","7.9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-150-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.291","300","5","43.6","0.1","9.3","0","14.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-170-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.256","318","5","43.6","0.1","6.7","0","6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-190H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.229","330","5","43.6","0.1","8.4","0","6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-216-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.202","372","5","43.6","0.1","19.6","0","10.4","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-240H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.182","410","6","43.6","0.1","13.3","0","6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-258-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.169","338","5","43.6","0.1","15.1","0","6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-300S-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.145","465","6","43.6","0.1","20.9","0","6.7","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-42-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","1.038","118","3","43.6","0.1","0.7","0","17.1","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-48-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.908","128","3","43.6","0.1","1","0","17.1","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-56-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.779","138","3","43.6","0.1","1.3","0","14.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-64H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.681","158","3","43.6","0.1","1.7","0","12.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-72-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.606","178","3","43.6","0.1","2.2","0","12.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-80H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.545","228","4","43.6","0.1","2.2","0","7.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM35FH-90-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","43.6","0","0","0.484","208","3","43.6","0.1","3.4","0","11.4","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-100H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.236","238","4","23.6","0.1","14.4","0","5.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-110-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.215","263","4","23.6","0.1","13.9","0","5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-120H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.197","273","5","23.6","0.1","16.5","0","4.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-136-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.174","288","5","23.6","0.1","21.3","0","4.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-150-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.157","300","5","23.6","0.1","25.9","0","7.9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-170-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.139","318","5","23.6","0.1","33.2","0","4.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-190H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.124","330","5","23.6","0.1","41.5","0","4.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-216-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.109","372","5","23.6","0.1","53.6","0","4.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-240H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.098","410","6","23.6","0.1","82.7","0","4.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-258-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.091","338","5","23.6","0.1","76.5","0","4.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-26-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.908","73","1","23.6","0.1","1","0","12.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-300S-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.079","465","6","23.6","0.1","103","0","4.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-36-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.656","110","2","23.6","0.1","1.9","0","11.1","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-42-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.562","118","3","23.6","0.1","2.5","0","9.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-48-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.492","128","3","23.6","0.1","3.3","0","9.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-56-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.421","138","3","23.6","0.1","3.6","0","7.9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-64H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.369","158","3","23.6","0.1","5.9","0","6.9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-72-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.328","178","3","23.6","0.1","6","0","6.9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-80H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.295","228","4","23.6","0.1","9.2","0","4.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM430H-90-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.262","208","3","23.6","0.1","9.3","0","6.2","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-100H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.39","238","4","39","0.1","4.2","0","9.2","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-110-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.355","263","4","39","0.1","5.1","0","8.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-120H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.325","273","5","39","0.1","6.1","0","7.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-136-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.287","288","5","39","0.1","7.8","0","7.1","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-150-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.26","300","5","39","0.1","11.8","0","13.1","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-170-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.229","318","5","39","0.1","8.4","0","6.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-190H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.205","330","5","39","0.1","10.5","0","6.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-216-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.181","372","5","39","0.1","13.4","0","6.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-240H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.163","410","6","39","0.1","24.3","0","7.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-258-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.151","338","5","39","0.1","19.3","0","6.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-300S-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.13","465","6","39","0.1","26","0","6.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-36-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","1.083","110","2","39","0.1","0.65","0","18.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-42-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.929","118","3","39","0.1","0.9","0","15.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-48-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.813","128","3","39","0.1","1.2","0","15.3","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-56-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.696","138","3","39","0.1","1.6","0","13.1","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-64H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.609","158","3","39","0.1","2.4","0","11.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-72-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.542","178","3","39","0.1","2.7","0","11.5","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-80H-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.488","228","4","39","0.1","2.7","0","6.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM71M-90-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","39","0","0","0.433","208","3","39","0.1","4.2","0","10.2","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTJCA10-102-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.04","35","20","3.45","1","102","0","35","0.04","0.49","0","6.1","false","COOLENS DTCA high-performance industrial lens official list; FOV 44 mm"
"DTJCA10-102CL30-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.04","35","20","3.45","1","102","1","35","0.04","0.49","0","6.1","false","COOLENS DTCA high-performance industrial lens official list; FOV 44 mm"
"DTJCA20-100-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.045","35","20","3.45","2","102","0","35","0.1","0.16","0","8.8","false","COOLENS DTCA high-performance industrial lens official list; FOV 22 mm"
"DTJCA20-100CL30-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.045","35","20","3.45","2","102","1","35","0.1","0.16","0","8.8","false","COOLENS DTCA high-performance industrial lens official list; FOV 22 mm"
"DTJCA25M-1C-G-XSC","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","1","80","0","20","0.1","0.4","0","5.3","false","COOLENS DTCA high-performance industrial lens official list; FOV 20 mm"
"DTJCA25M-1X-G-XSC","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","1","80","0","20","0.1","0.4","0","5.3","false","COOLENS DTCA high-performance industrial lens official list; FOV 20 mm"
"DTJCA25M-2C-G-XSC","COOLENS","ObjectTelecentric","C","0","0","0.02","20","12","3.45","2","63","0","20","0.03","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 10 mm"
"DTJCA25M-2X-G-XSC","COOLENS","ObjectTelecentric","C","0","0","0.02","20","12","3.45","2","63","0","20","0.03","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 10 mm"
"DTJCA25M-3C-G-XSC","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","3","61","0","20","0.1","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 6.6 mm"
"DTJCA25M-3X-G-XSC","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","3","65","0","20","0.1","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 6.6 mm"
"DTJCA25M-4C-G-XSC","COOLENS","ObjectTelecentric","C","0","0","0.0005","20","12","3.45","4","60","0","20","0.12","0.05","0","9.9","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"DTJCA25M-4X-G-XSC","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","4","60","0","20","0.12","0.05","0","9.9","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"DTJCA30-60-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.045","44","20","0","3","60","0","44","0.17","0.08","0","8.8","false","COOLENS DTJCA high-performance industrial lens official product detail; FOV 14.6 mm"
"DTJCA30-60CL30-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.045","44","20","0","3","60","0","44","0.17","0.08","0","8.8","true","COOLENS DTJCA high-performance industrial lens official product detail; FOV 14.6 mm"
"DTJCA40-60-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.02","44","20","0","4","60","0","44","0.02","0.06","0","11","false","COOLENS DTJCA high-performance industrial lens official product detail; FOV 11 mm"
"DTJCA40-60CL30-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.02","44","20","0","4","60","0","44","0.02","0.06","0","11","true","COOLENS DTJCA high-performance industrial lens official product detail; FOV 11 mm"
"DTJCA50-60-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.02","44","20","0","5","60","0","44","0.01","0.04","0","13","false","COOLENS DTJCA high-performance industrial lens official product detail; FOV 8.8 mm"
"DTJCA50-60CL30-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.02","44","20","0","5","60","0","44","0.01","0.04","0","13","true","COOLENS DTJCA high-performance industrial lens official product detail; FOV 8.8 mm"
"LF5545M-M72","Hikrobot","FixedFocal","M72","55","98","0.05","67","65","3.76","0","0","0","0","0","0","0","4.5","false","Hikrobot large-format FA lens from official product API"
"LTCM430H-72-M58-AL","COOLENS","BiTelecentric","M58","0","0","0.1","23.6","0","0","0.328","178","3","23.6","0.1","6","0","6.9","false","COOLENS LTCM flat line-scan telecentric official product list"
"MFA110-H12","COOLENS","FixedFocal","C","12","100","0.33","17.6","0","3.45","0","0","0","0","0","0","0","2.85","false","COOLENS MFA FA fixed focal official product list"
"MFA110-H16","COOLENS","FixedFocal","C","16","100","0.5","17.6","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
"MFA110-H25","COOLENS","FixedFocal","C","25","150","0.2","17.6","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
