"model","manufacturer","lens_type","lens_mount","focal_length_mm","min_wd_mm","distortion_percent","image_circle_mm","megapixel_rating","recommended_min_pixel_um","pmag","nominal_wd_mm","wd_tolerance_mm","max_sensor_diagonal_mm","telecentricity_deg","dof_mm","numerical_aperture","f_number","coaxial_illumination","notes"
"WWT118-00223-696","COOLENS","FixedFocal","C","15.8","696","0.4607","9","0","3.45","0","0","0","0","0","965.2","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT118-01-145","COOLENS","FixedFocal","C","15.87","145","0.2077","9","0","3.45","0","0","0","0","0","48","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT118-01-252","COOLENS","FixedFocal","C","25.04","252","0.015","9","0","3.45","0","0","0","0","0","44.8","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT118-0122-210","COOLENS","FixedFocal","C","24.97","210","0.068","9","0","3.45","0","0","0","0","0","30.1","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT118-014-188","COOLENS","FixedFocal","C","24.97","188","0.0554","9","0","3.45","0","0","0","0","0","22.9","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT118-015-178","COOLENS","FixedFocal","C","24.97","178","0.084","9","0","3.45","0","0","0","0","0","22.9","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT118-015-92","COOLENS","FixedFocal","C","24.97","92","0.8","9","0","3.45","0","0","0","0","0","49","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT118-02-130","COOLENS","FixedFocal","C","24.99","130","0.037","9","0","3.45","0","0","0","0","0","11.2","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT118-02-66","COOLENS","FixedFocal","C","15.85","66","0.2017","9","0","3.45","0","0","0","0","0","12","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT118-0233-168S","COOLENS","FixedFocal","C","35.34","168","0.057","11","0","3.45","0","0","0","0","0","8.3","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT118-025-108","COOLENS","FixedFocal","C","24.99","108","0.0823","9","0","3.45","0","0","0","0","0","8.3","0","6.5","false","COOLENS WWT industrial lens official product detail"
"WWT118-025-160","COOLENS","FixedFocal","C","36.65","160","0.05","9","0","3.45","0","0","0","0","0","7.2","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT118-025-50","COOLENS","FixedFocal","C","15.89","50","1.6","9","0","3.45","0","0","0","0","0","13","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT118-03-39","COOLENS","FixedFocal","C","15.89","39","0.2572","9","0","3.45","0","0","0","0","0","5.3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT118-035-161","COOLENS","FixedFocal","C","46.07","161","0.02","9","0","3.45","0","0","0","0","0","6.8","0","6.5","false","COOLENS WWT industrial lens official product detail"
"WWT118-04-108S","COOLENS","FixedFocal","C","37.17","108","0.0162","9","0","3.45","0","0","0","0","0","3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT118-04-26","COOLENS","FixedFocal","C","15.9","26","0.3976","9","0","3.45","0","0","0","0","0","3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT118-05-56","COOLENS","FixedFocal","C","24.89","56","0.034","9","0","3.45","0","0","0","0","0","2.6","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT118-055-113","COOLENS","FixedFocal","C","45.37","113","0.01","9","0","3.45","0","0","0","0","0","3.2","0","7","false","COOLENS WWT industrial lens official product detail"
"WWT118-06-106","COOLENS","FixedFocal","C","45.4","106","0.0307","9","0","3.45","0","0","0","0","0","1.7","0","7.5","false","COOLENS WWT industrial lens official product detail"
"WWT118-075-91","COOLENS","FixedFocal","C","45.48","91","0.01","9","0","3.45","0","0","0","0","0","2.2","0","7.5","false","COOLENS WWT industrial lens official product detail"
"WWT118-09-81","COOLENS","FixedFocal","C","45.63","81","0.0271","9","0","3.45","0","0","0","0","0","0.8","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT118-10-58","COOLENS","FixedFocal","C","45","58","0.008","9","0","3.45","0","0","0","0","0","0.7","0","8.5","false","COOLENS WWT industrial lens official product detail"
"WWT118-10-76","COOLENS","FixedFocal","C","45.71","76","0.0173","9","0","3.45","0","0","0","0","0","0.7","0","8.5","false","COOLENS WWT industrial lens official product detail"
"WWT121-01-238","COOLENS","FixedFocal","C","25.09","238","0.32","19.2","0","3.45","0","0","0","0","0","48","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-01-352","COOLENS","FixedFocal","C","35.33","352","0.01","19.2","0","3.45","0","0","0","0","0","47.9","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-01-516","COOLENS","FixedFocal","C","50.07","516","0.1","19.2","0","3.45","0","0","0","0","0","40","0","5","false","COOLENS WWT industrial lens official product detail"
"WWT121-015-154","COOLENS","FixedFocal","C","25.09","154","0.36","19.2","0","3.45","0","0","0","0","0","22","0","6.2","false","COOLENS WWT industrial lens official product detail"
"WWT121-015-239","COOLENS","FixedFocal","C","36.04","239","0.01","19.2","0","3.45","0","0","0","0","0","21.3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-015-357","COOLENS","FixedFocal","C","51.22","357","0.25","19.2","0","3.45","0","0","0","0","0","19.9","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT121-02-113","COOLENS","FixedFocal","C","25.07","113","0.39","19.2","0","3.45","0","0","0","0","0","12.4","0","6.2","false","COOLENS WWT industrial lens official product detail"
"WWT121-02-183","COOLENS","FixedFocal","C","36.75","183","0.01","19.2","0","3.45","0","0","0","0","0","12","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-02-276","COOLENS","FixedFocal","C","52.34","276","0.05","19.2","0","3.45","0","0","0","0","0","11.2","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT121-02-413","COOLENS","FixedFocal","C","76","413","0.54","19.2","0","3.45","0","0","0","0","0","11.3","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT121-025-148","COOLENS","FixedFocal","C","37.53","148","0.02","19.2","0","3.45","0","0","0","0","0","7.7","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-025-229","COOLENS","FixedFocal","C","53.59","229","0.02","19.2","0","3.45","0","0","0","0","0","7.2","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT121-025-338","COOLENS","FixedFocal","C","76.55","338","0.24","19.2","0","3.45","0","0","0","0","0","7.7","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-025-87","COOLENS","FixedFocal","C","25.03","87","0.4197","19.2","0","3.45","0","0","0","0","0","8.2","0","6.4","false","COOLENS WWT industrial lens official product detail"
"WWT121-03-125","COOLENS","FixedFocal","C","38.16","125","0.02","19.2","0","3.45","0","0","0","0","0","5.3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-03-197","COOLENS","FixedFocal","C","54.69","197","0.05","19.2","0","3.45","0","0","0","0","0","5.3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-03-70","COOLENS","FixedFocal","C","24.97","70","0.44","19.2","0","3.45","0","0","0","0","0","5.9","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-035-109","COOLENS","FixedFocal","C","39.18","109","0.06","19.2","0","3.45","0","0","0","0","0","3.9","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-035-174","COOLENS","FixedFocal","C","55.97","174","0.09","19.2","0","3.45","0","0","0","0","0","3.9","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-035-254","COOLENS","FixedFocal","C","77.57","254","0.52","19.2","0","3.45","0","0","0","0","0","4.3","0","6.6","false","COOLENS WWT industrial lens official product detail"
"WWT121-035-58","COOLENS","FixedFocal","C","24.92","58","0.46","19.2","0","3.45","0","0","0","0","0","4.4","0","6.8","false","COOLENS WWT industrial lens official product detail"
"WWT121-04-157","COOLENS","FixedFocal","C","57.33","157","0.1","19.2","0","3.45","0","0","0","0","0","3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-04-227","COOLENS","FixedFocal","C","78.11","227","0.27","19.2","0","3.45","0","0","0","0","0","3.5","0","6.9","false","COOLENS WWT industrial lens official product detail"
"WWT121-04-49","COOLENS","FixedFocal","C","24.87","49","0.46","19.2","0","3.45","0","0","0","0","0","3.6","0","7.2","false","COOLENS WWT industrial lens official product detail"
"WWT121-04-98","COOLENS","FixedFocal","C","39.75","98","0.05","19.2","0","3.45","0","0","0","0","0","3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-045-143","COOLENS","FixedFocal","C","58.76","143","0.15","19.2","0","3.45","0","0","0","0","0","2.4","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-05-133","COOLENS","FixedFocal","C","60.23","133","0.2","19.2","0","3.45","0","0","0","0","0","1.9","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-05-37","COOLENS","FixedFocal","C","24.8","37","0.42","19.2","0","3.45","0","0","0","0","0","2.6","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT121-05-80","COOLENS","FixedFocal","C","39.73","80","0.01","19.2","0","3.45","0","0","0","0","0","1.9","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-055-124","COOLENS","FixedFocal","C","61.8","124","0.25","19.2","0","3.45","0","0","0","0","0","1.6","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-06-117","COOLENS","FixedFocal","C","63.48","117","0.3","19.2","0","3.45","0","0","0","0","0","1.3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-065-110","COOLENS","FixedFocal","C","65.45","110","0.35","19.2","0","3.45","0","0","0","0","0","1.1","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT121-07-106","COOLENS","FixedFocal","C","67.13","106","0.35","19.2","0","3.45","0","0","0","0","0","1.1","0","7","false","COOLENS WWT industrial lens official product detail"
"WWT121-08-98","COOLENS","FixedFocal","C","71.41","98","0.4","19.2","0","3.45","0","0","0","0","0","1","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT121-085-130","COOLENS","FixedFocal","C","84.09","130","0.56","19.2","0","3.45","0","0","0","0","0","1.1","0","9.5","false","COOLENS WWT industrial lens official product detail"
"WWT121-085-94","COOLENS","FixedFocal","C","73.66","94","0.45","19.2","0","3.45","0","0","0","0","0","0.9","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT121-09-106","COOLENS","FixedFocal","C","84.92","106","0.57","19.2","0","3.45","0","0","0","0","0","1","0","9.8","false","COOLENS WWT industrial lens official product detail"
"WWT121-09-91","COOLENS","FixedFocal","C","76.09","91","0.5","19.2","0","3.45","0","0","0","0","0","0.8","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT121-095-86","COOLENS","FixedFocal","C","78.49","86","0.5","19.2","0","3.45","0","0","0","0","0","0.7","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT121-10-86","COOLENS","FixedFocal","C","81.57","86","0.5","19.2","0","3.45","0","0","0","0","0","0.6","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT230-01-360","COOLENS","FixedFocal","C","34.83","360","0.089","11","0","3.45","0","0","0","0","0","44.8","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT230-01-544","COOLENS","FixedFocal","C","52.75","544","0.0678","11","0","3.45","0","0","0","0","0","48","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT230-012-310","COOLENS","FixedFocal","C","35.22","310","0.0359","11","0","3.45","0","0","0","0","0","31.1","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT230-017-221S","COOLENS","FixedFocal","C","35","221","0.1","11","0","3.45","0","0","0","0","0","15.5","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT230-02-130S","COOLENS","FixedFocal","C","24.99","130","0.02","11","0","3.45","0","0","0","0","0","11.2","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT230-02-192","COOLENS","FixedFocal","C","35.52","192","0.028","11","0","3.45","0","0","0","0","0","11.2","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT230-02-264","COOLENS","FixedFocal","C","47.49","264","0.0443","11","0","3.45","0","0","0","0","0","12","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT230-0233-165","COOLENS","FixedFocal","C","35.34","165","0.021","11","0","3.45","0","0","0","0","0","8.3","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT230-0244-220","COOLENS","FixedFocal","C","46.73","220","0.0641","11","0","3.45","0","0","0","0","0","13","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT230-03-135","COOLENS","FixedFocal","C","36.61","135","0.122","11","0","3.45","0","0","0","0","0","5.3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT230-03-183","COOLENS","FixedFocal","C","46.28","183","0.0257","11","0","3.45","0","0","0","0","0","5.8","0","6.5","false","COOLENS WWT industrial lens official product detail"
"WWT230-03-88","COOLENS","FixedFocal","C","24.99","88","0.049","11","0","3.45","0","0","0","0","0","5.8","0","6.5","false","COOLENS WWT industrial lens official product detail"
"WWT230-035-118","COOLENS","FixedFocal","C","36.35","118","0.05","11","0","3.45","0","0","0","0","0","3.7","0","5.6","false","COOLENS WWT industrial lens official product detail"
"WWT230-04-106","COOLENS","FixedFocal","C","37.17","106","0.021","11","0","3.45","0","0","0","0","0","3","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT230-04-144","COOLENS","FixedFocal","C","45.81","144","0.0641","11","0","3.45","0","0","0","0","0","3.3","0","6.5","false","COOLENS WWT industrial lens official product detail"
"WWT230-04-68","COOLENS","FixedFocal","C","25.06","68","0.068","11","0","3.45","0","0","0","0","0","3.3","0","6.5","false","COOLENS WWT industrial lens official product detail"
"WWT230-0438-100","COOLENS","FixedFocal","C","37.55","100","0.0177","11","0","3.45","0","0","0","0","0","2.5","0","6","false","COOLENS WWT industrial lens official product detail"
"WWT230-05-121","COOLENS","FixedFocal","C","45.52","121","0.0364","11","0","3.45","0","0","0","0","0","2.2","0","7","false","COOLENS WWT industrial lens official product detail"
"WWT230-05-90","COOLENS","FixedFocal","C","38.01","90","0.022","11","0","3.45","0","0","0","0","0","2.2","0","7","false","COOLENS WWT industrial lens official product detail"
"WWT230-06-78","COOLENS","FixedFocal","C","39.32","78","0.0239","11","0","3.45","0","0","0","0","0","1.6","0","7","false","COOLENS WWT industrial lens official product detail"
"WWT230-07-70","COOLENS","FixedFocal","C","40.45","70","0.029","11","0","3.45","0","0","0","0","0","1.3","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT230-07-95","COOLENS","FixedFocal","C","45.48","95","0.0268","11","0","3.45","0","0","0","0","0","1.2","0","7.5","false","COOLENS WWT industrial lens official product detail"
"WWT230-08-65","COOLENS","FixedFocal","C","42.1","65","0.0179","11","0","3.45","0","0","0","0","0","1","0","8","false","COOLENS WWT industrial lens official product detail"
"WWT230-08-87","COOLENS","FixedFocal","C","45.47","87","0.0353","11","0","3.45","0","0","0","0","0","0.9","0","7.5","false","COOLENS WWT industrial lens official product detail"
"WWT230-09-60","COOLENS","FixedFocal","C","43.39","60","0.04","11","0","3.45","0","0","0","0","0","0.8","0","8.5","false","COOLENS WWT industrial lens official product detail"
"YS-SGD0511-110GD","COOLENS","ObjectTelecentric","C","0","0","0.06","18","12","3.45","0.5","110","0","18","0.08","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"YS-SGD2070-63GD","COOLENS","ObjectTelecentric","C","0","0","0.08","20","12","3.45","2","63","0","20","0.1","0.1","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 10 mm"
"YS-SGD3010-65GD","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","3","61","0","20","0.01","0.1","0","9.4","false","COOLENS DTCA high-performance industrial lens official list; FOV 6.6 mm"
"YS-SGD4016-60GD","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","4","60","0","20","0.12","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"YS-SGD5003-108GD","COOLENS","ObjectTelecentric","C","0","0","0.1","18.4","12","3.45","5","108","0","18.4","2.56","0","0","20","false","COOLENS DTCA high-performance industrial lens official list; FOV mm"
